11.552931,104.933636,0
11.4523739,104.8079932,1
11.4690268,104.7079825,1
11.4909566,104.8338443,1
11.511254,104.7733556,1
11.5119431,104.8777977,1
11.512098,104.775925,1
11.5133615,104.7730546,1
11.5144664,104.9357771,1
11.5172529,104.8234052,1
11.5202662,104.7782502,1
11.5215539,104.8832871,1
11.521554,104.883287,1
11.5219503,104.9167498,1
11.5222228,104.8844308,1
11.52272,104.851357,1
11.5234344,104.8518122,1
11.5254015,104.9382553,1
11.5261196,104.9095606,1
11.526261,104.879235,1
11.5267172,104.9116708,1
11.5272032,104.8792863,1
11.5285777,104.8576033,1
11.528578,104.857603,1
11.5287739,104.9174804,1
11.529027,104.857491,1
11.5290271,104.8574906,1
11.529331,104.917206,1
11.5294699,104.8576221,1
11.5296677,104.8825291,1
11.529734,104.8581706,1
11.529734,104.858171,1
11.5304105,104.8570554,1
11.5310331,104.9949292,1
11.531194,104.917094,1
11.5312721,104.9365675,1
11.531371,104.934304,1
11.5313713,104.9343038,1
11.531616,104.940243,1
11.531805,104.916855,1
11.53181,104.934629,1
11.5319074,104.9378121,1
11.531919,104.915925,1
11.5320546,104.9596131,1
11.532072,104.945879,1
11.5329516,104.9232816,1
11.532952,104.923282,1
11.5329981,104.9299827,1
11.533221,104.91181,1
11.5332822,104.9139731,1
11.5335131,104.9277519,1
11.53391,104.881494,1
11.534105,104.917758,1
11.5341882,104.818467,1
11.5342017,104.9794507,1
11.5342397,104.9077347,1
11.5343962,104.9214064,1
11.534545,104.912536,1
11.5355859,104.9246927,1
11.535633,104.914798,1
11.535763,104.916248,1
11.5357812,104.9285799,1
11.5358219,104.9222674,1
11.5358285,104.9159253,1
11.536239,104.9235,1
11.5362392,104.9235001,1
11.5363142,104.9287168,1
11.5364649,104.9291208,1
11.5364683,104.9291607,1
11.5367,104.91478,1
11.536751,104.916872,1
11.5372761,104.9086911,1
11.537656,104.923604,1
11.5376604,104.9102446,1
11.5376879,104.9136035,1
11.537771,104.914107,1
11.5378179,104.9205949,1
11.538135,104.924198,1
11.5385844,104.9218335,1
11.538614,104.915367,1
11.5387278,104.922512,1
11.5388034,104.9283439,1
11.5388559,104.9242187,1
11.538917,104.916889,1
11.5389257,104.9035167,1
11.539212,104.917449,1
11.5392832,104.9267085,1
11.539422,104.915342,1
11.539549,104.9047165,1
11.539671,104.914049,1
11.5397321,104.9280951,1
11.539736,104.922521,1
11.539782,104.9229465,1
11.5398168,104.9286189,1
11.540465,104.9146,1
11.5404653,104.9145999,1
11.540555,104.916848,1
11.5405647,104.9174165,1
11.540565,104.917416,1
11.5406404,104.9298781,1
11.540644,104.919229,1
11.540748,104.910404,1
11.5409978,104.9173066,1
11.540998,104.9233718,1
11.541048,104.914641,1
11.541491,104.917966,1
11.541536,104.922469,1
11.541672,104.91603,1
11.5416721,104.9160303,1
11.5417225,104.9179574,1
11.541723,104.917957,1
11.542338,104.919548,1
11.542533,104.906961,1
11.542897,104.919531,1
11.5432762,104.9236796,1
11.543408,104.927904,1
11.5434429,104.9249106,1
11.543443,104.9249106,1
11.543443,104.924911,1
11.5437194,104.910962,1
11.543985,104.913948,1
11.5440239,104.9233443,1
11.544046,104.91588,1
11.5440462,104.9158797,1
11.5441152,104.9318285,1
11.5443393,104.9342522,1
11.5443895,104.9253596,1
11.5444309,104.9130743,1
11.5446418,104.9131519,1
11.5446874,104.9130285,1
11.5447662,104.9334857,1
11.5448729,104.8921668,1
11.545061,104.8731252,1
11.5453711,104.912422,1
11.5453844,104.9229764,1
11.5454423,104.9283,1
11.545516,104.917509,1
11.5455162,104.9175093,1
11.5455251,104.9246334,1
11.545575,104.925274,1
11.545736,104.9008352,1
11.545782,104.9013157,1
11.54593,104.91261,1
11.5459306,104.9229589,1
11.546087,104.915029,1
11.5461418,104.9237781,1
11.5461616,104.9245323,1
11.5462349,104.9212869,1
11.546235,104.921287,1
11.5463784,104.9016284,1
11.5464554,104.9005059,1
11.546503,104.9403455,1
11.5465835,104.9077928,1
11.546613,104.908323,1
11.5467063,104.9084305,1
11.546815,104.9084209,1
11.5468358,104.8971458,1
11.547186,104.90879,1
11.547219,104.917047,1
11.5472192,104.9170475,1
11.5473615,104.8643223,1
11.54741,104.9000815,1
11.5478928,104.9263081,1
11.5478976,104.927061,1
11.5479206,104.927022,1
11.5479723,104.9071276,1
11.547977,104.932566,1
11.5479997,104.9203373,1
11.5480325,104.9265525,1
11.54815,104.919251,1
11.5481615,104.9070364,1
11.548305,104.932533,1
11.5483079,104.8527586,1
